h_positionTime,h_receiveTime,heading,height,index_record,lat,lng,positionTime,speed,ts
2021-05-27 19:51:18,2021-05-27 19:51:19,38,15.0,,21.03126,105.78138,1622119878,25.0,1622119879772
2021-05-27 19:51:19,2021-05-27 19:51:24,32,,2.0,21.031270000000003,105.78133999999999,1622119879,,1622119884918
2021-05-27 19:51:20,2021-05-27 19:51:24,28,,3.0,21.03128,105.7813,1622119880,,1622119884918
2021-05-27 19:51:21,2021-05-27 19:51:24,26,,4.0,21.03129,105.78126,1622119881,,1622119884918
2021-05-27 19:51:22,2021-05-27 19:51:24,26,,5.0,21.0313,105.7812,1622119882,,1622119884918
2021-05-27 19:51:23,2021-05-27 19:51:24,22,,6.0,21.0313,105.78116000000001,1622119883,,1622119884918
2021-05-27 19:51:24,2021-05-27 19:51:24,21,,7.0,21.03131,105.78108,1622119884,,1622119884918
2021-05-27 19:51:25,2021-05-27 19:51:32,20,,0.0,21.03132,105.78102,1622119885,,1622119892907
2021-05-27 19:51:26,2021-05-27 19:51:32,20,,1.0,21.03133,105.78095,1622119886,,1622119892907
2021-05-27 19:51:27,2021-05-27 19:51:32,20,,2.0,21.03133,105.78097,1622119887,,1622119892907
2021-05-27 19:51:27,2021-05-27 19:51:28,20,16.0,,21.03133,105.78097,1622119887,29.0,1622119888287
2021-05-27 19:51:28,2021-05-27 19:51:32,17,,3.0,21.03132,105.78092,1622119888,,1622119892907
2021-05-27 19:51:29,2021-05-27 19:51:32,14,,4.0,21.03131,105.78087,1622119889,,1622119892907
2021-05-27 19:51:30,2021-05-27 19:51:32,11,,5.0,21.0313,105.7808,1622119890,,1622119892907
2021-05-27 19:51:31,2021-05-27 19:51:32,9,,6.0,21.03129,105.78073,1622119891,,1622119892907
2021-05-27 19:51:32,2021-05-27 19:51:32,10,,7.0,21.0313,105.78068999999999,1622119892,,1622119892907
2021-05-27 19:51:33,2021-05-27 19:51:40,10,,0.0,21.03128,105.78063,1622119893,,1622119900887
2021-05-27 19:51:34,2021-05-27 19:51:40,13,,1.0,21.0313,105.78056000000001,1622119894,,1622119900887
2021-05-27 19:51:35,2021-05-27 19:51:40,15,,2.0,21.03131,105.78048999999999,1622119895,,1622119900887
2021-05-27 19:51:35,2021-05-27 19:51:36,15,8.0,,21.03131,105.78048999999999,1622119895,29.0,1622119896337
2021-05-27 19:51:36,2021-05-27 19:51:40,15,,3.0,21.03131,105.78041999999999,1622119896,,1622119900887
2021-05-27 19:51:37,2021-05-27 19:51:40,14,,4.0,21.0313,105.78036000000002,1622119897,,1622119900887
2021-05-27 19:51:38,2021-05-27 19:51:40,15,,5.0,21.03131,105.7803,1622119898,,1622119900887
2021-05-27 19:51:39,2021-05-27 19:51:40,16,,6.0,21.03132,105.78023999999999,1622119899,,1622119900887
2021-05-27 19:51:40,2021-05-27 19:51:40,16,,7.0,21.03132,105.7802,1622119900,,1622119900887
2021-05-27 19:51:41,2021-05-27 19:51:48,25,,0.0,21.031370000000003,105.78013999999999,1622119901,,1622119908872
2021-05-27 19:51:42,2021-05-27 19:51:48,38,,1.0,21.03141,105.78017,1622119902,,1622119908872
2021-05-27 19:51:43,2021-05-27 19:51:48,47,,2.0,21.03146,105.78017,1622119903,,1622119908872
2021-05-27 19:51:44,2021-05-27 19:51:48,55,,3.0,21.0315,105.78015,1622119904,,1622119908872
2021-05-27 19:51:44,2021-05-27 19:51:44,55,9.0,,21.0315,105.78015,1622119904,25.0,1622119904886
2021-05-27 19:51:45,2021-05-27 19:51:48,72,,4.0,21.03154,105.78013999999999,1622119905,,1622119908872
2021-05-27 19:51:46,2021-05-27 19:51:48,91,,5.0,21.031589999999998,105.78012,1622119906,,1622119908872
2021-05-27 19:51:47,2021-05-27 19:51:48,99,,6.0,21.03164,105.78011000000001,1622119907,,1622119908872
2021-05-27 19:51:48,2021-05-27 19:51:48,2,,7.0,21.03169,105.7801,1622119908,,1622119908872
2021-05-27 19:51:49,2021-05-27 19:51:56,8,,0.0,21.03175,105.78008999999999,1622119909,,1622119916868
2021-05-27 19:51:50,2021-05-27 19:51:56,9,,1.0,21.03181,105.78008999999999,1622119910,,1622119916868
2021-05-27 19:51:51,2021-05-27 19:51:56,8,,2.0,21.031879999999997,105.78008999999999,1622119911,,1622119916868
2021-05-27 19:51:52,2021-05-27 19:51:56,8,,3.0,21.03194,105.78008999999999,1622119912,,1622119916868
2021-05-27 19:51:52,2021-05-27 19:51:53,8,1.0,,21.03194,105.78008999999999,1622119912,27.0,1622119913322
2021-05-27 19:51:53,2021-05-27 19:51:56,8,,4.0,21.032020000000003,105.78008,1622119913,,1622119916868
2021-05-27 19:51:54,2021-05-27 19:51:56,8,,5.0,21.03209,105.78008,1622119914,,1622119916868
2021-05-27 19:51:55,2021-05-27 19:51:56,8,,6.0,21.03217,105.78008999999999,1622119915,,1622119916868
2021-05-27 19:51:56,2021-05-27 19:51:56,9,,7.0,21.03225,105.78008999999999,1622119916,,1622119916868
2021-05-27 19:51:57,2021-05-27 19:52:04,9,,0.0,21.032329999999998,105.7801,1622119917,,1622119924887
2021-05-27 19:51:58,2021-05-27 19:52:04,9,,1.0,21.0324,105.78011000000001,1622119918,,1622119924887
2021-05-27 19:51:59,2021-05-27 19:52:04,8,,2.0,21.03248,105.78011000000001,1622119919,,1622119924887
2021-05-27 19:52:00,2021-05-27 19:52:04,8,,3.0,21.03256,105.78012,1622119920,,1622119924887
2021-05-27 19:52:00,2021-05-27 19:52:01,8,4.0,,21.03256,105.78012,1622119920,31.0,1622119921787
2021-05-27 19:52:01,2021-05-27 19:52:04,8,,4.0,21.03264,105.78013,1622119921,,1622119924887
2021-05-27 19:52:02,2021-05-27 19:52:04,8,,5.0,21.03272,105.78013999999999,1622119922,,1622119924887
2021-05-27 19:52:03,2021-05-27 19:52:04,8,,6.0,21.0328,105.78015,1622119923,,1622119924887
2021-05-27 19:52:04,2021-05-27 19:52:04,8,,7.0,21.03289,105.78016000000001,1622119924,,1622119924887
2021-05-27 19:52:05,2021-05-27 19:52:12,9,,0.0,21.032970000000002,105.78017,1622119925,,1622119932878
2021-05-27 19:52:06,2021-05-27 19:52:12,8,,1.0,21.03305,105.78018,1622119926,,1622119932878
2021-05-27 19:52:07,2021-05-27 19:52:12,8,,2.0,21.03313,105.78018999999999,1622119927,,1622119932878
2021-05-27 19:52:08,2021-05-27 19:52:12,9,,3.0,21.03322,105.7802,1622119928,,1622119932878
2021-05-27 19:52:09,2021-05-27 19:52:12,8,,4.0,21.0333,105.78021000000001,1622119929,,1622119932878
2021-05-27 19:52:09,2021-05-27 19:52:09,8,5.0,,21.0333,105.78021000000001,1622119929,34.0,1622119929856
2021-05-27 19:52:10,2021-05-27 19:52:12,9,,5.0,21.03339,105.78023,1622119930,,1622119932878
2021-05-27 19:52:11,2021-05-27 19:52:12,9,,6.0,21.033479999999997,105.78023999999999,1622119931,,1622119932878
2021-05-27 19:52:12,2021-05-27 19:52:12,9,,7.0,21.03357,105.78026000000001,1622119932,,1622119932878
2021-05-27 19:52:13,2021-05-27 19:52:20,9,,0.0,21.03365,105.78027,1622119933,,1622119940899
2021-05-27 19:52:14,2021-05-27 19:52:20,9,,1.0,21.033739999999998,105.78028,1622119934,,1622119940899
2021-05-27 19:52:15,2021-05-27 19:52:20,8,,2.0,21.03383,105.7803,1622119935,,1622119940899
2021-05-27 19:52:16,2021-05-27 19:52:20,8,,3.0,21.033920000000002,105.78031000000001,1622119936,,1622119940899
2021-05-27 19:52:17,2021-05-27 19:52:20,8,,4.0,21.034010000000002,105.78033,1622119937,,1622119940899
2021-05-27 19:52:17,2021-05-27 19:52:18,8,4.0,,21.034010000000002,105.78033,1622119937,36.0,1622119938666
2021-05-27 19:52:18,2021-05-27 19:52:20,10,,5.0,21.0341,105.78034,1622119938,,1622119940899
2021-05-27 19:52:19,2021-05-27 19:52:20,10,,6.0,21.03418,105.78036000000002,1622119939,,1622119940899
2021-05-27 19:52:20,2021-05-27 19:52:20,11,,7.0,21.034270000000003,105.78036999999999,1622119940,,1622119940899
2021-05-27 19:52:21,2021-05-27 19:52:28,10,,0.0,21.03436,105.78039,1622119941,,1622119948946
2021-05-27 19:52:22,2021-05-27 19:52:28,10,,1.0,21.03445,105.7804,1622119942,,1622119948946
2021-05-27 19:52:23,2021-05-27 19:52:28,9,,2.0,21.03453,105.78041999999999,1622119943,,1622119948946
2021-05-27 19:52:24,2021-05-27 19:52:28,10,,3.0,21.03462,105.78043000000001,1622119944,,1622119948946
2021-05-27 19:52:25,2021-05-27 19:52:28,9,,4.0,21.03471,105.78045,1622119945,,1622119948946
2021-05-27 19:52:25,2021-05-27 19:52:26,9,4.0,,21.03471,105.78045,1622119945,36.0,1622119946096
2021-05-27 19:52:26,2021-05-27 19:52:28,11,,5.0,21.03479,105.78047,1622119946,,1622119948946
2021-05-27 19:52:27,2021-05-27 19:52:28,11,,6.0,21.034879999999998,105.78048999999999,1622119947,,1622119948946
2021-05-27 19:52:28,2021-05-27 19:52:28,9,,7.0,21.03497,105.7805,1622119948,,1622119948946
2021-05-27 19:52:29,2021-05-27 19:52:36,8,,0.0,21.03505,105.78052,1622119949,,1622119956907
2021-05-27 19:52:30,2021-05-27 19:52:36,9,,1.0,21.03514,105.78053,1622119950,,1622119956907
2021-05-27 19:52:31,2021-05-27 19:52:36,10,,2.0,21.03523,105.78055,1622119951,,1622119956907
2021-05-27 19:52:32,2021-05-27 19:52:36,10,,3.0,21.035320000000002,105.78056000000001,1622119952,,1622119956907
2021-05-27 19:52:33,2021-05-27 19:52:34,9,2.0,,21.0354,105.78058,1622119953,35.0,1622119954632
2021-05-27 19:52:33,2021-05-27 19:52:36,9,,4.0,21.0354,105.78058,1622119953,,1622119956907
2021-05-27 19:52:34,2021-05-27 19:52:36,10,,5.0,21.03549,105.78058999999999,1622119954,,1622119956907
2021-05-27 19:52:35,2021-05-27 19:52:36,8,,6.0,21.03557,105.7806,1622119955,,1622119956907
2021-05-27 19:52:36,2021-05-27 19:52:36,9,,7.0,21.03564,105.78061000000001,1622119956,,1622119956907
2021-05-27 19:52:37,2021-05-27 19:52:44,9,,0.0,21.03571,105.78062,1622119957,,1622119964974
2021-05-27 19:52:38,2021-05-27 19:52:44,11,,1.0,21.03577,105.78063,1622119958,,1622119964974
2021-05-27 19:52:39,2021-05-27 19:52:44,11,,2.0,21.03582,105.78063999999999,1622119959,,1622119964974
2021-05-27 19:52:40,2021-05-27 19:52:44,13,,3.0,21.03586,105.78065,1622119960,,1622119964974
2021-05-27 19:52:41,2021-05-27 19:52:44,13,,4.0,21.0359,105.78065,1622119961,,1622119964974
2021-05-27 19:52:41,2021-05-27 19:52:42,13,2.0,,21.0359,105.78065,1622119961,30.0,1622119962810
2021-05-27 19:52:42,2021-05-27 19:52:44,10,,5.0,21.03594,105.78066000000001,1622119962,,1622119964974
2021-05-27 19:52:43,2021-05-27 19:52:44,2,,6.0,21.03598,105.78066000000001,1622119963,,1622119964974
2021-05-27 19:52:44,2021-05-27 19:52:44,97,,7.0,21.03602,105.78065,1622119964,,1622119964974
2021-05-27 19:52:45,2021-05-27 19:52:53,89,,0.0,21.03605,105.78063,1622119965,,1622119973373
2021-05-27 19:52:46,2021-05-27 19:52:53,82,,1.0,21.036089999999998,105.78062,1622119966,,1622119973373
2021-05-27 19:52:47,2021-05-27 19:52:53,77,,2.0,21.03612,105.78058999999999,1622119967,,1622119973373
2021-05-27 19:52:48,2021-05-27 19:52:53,73,,3.0,21.03615,105.78057,1622119968,,1622119973373
2021-05-27 19:52:49,2021-05-27 19:52:53,67,,4.0,21.036179999999998,105.78053,1622119969,,1622119973373
2021-05-27 19:52:50,2021-05-27 19:52:53,66,,5.0,21.0362,105.78051,1622119970,,1622119973373
2021-05-27 19:52:50,2021-05-27 19:52:51,66,1.0,,21.0362,105.78051,1622119970,21.0,1622119971238
2021-05-27 19:52:51,2021-05-27 19:52:53,46,,6.0,21.036189999999998,105.78043999999998,1622119971,,1622119973373
2021-05-27 19:52:52,2021-05-27 19:52:53,4,,7.0,21.036089999999998,105.78039,1622119972,,1622119973373
2021-05-27 19:52:53,2021-05-27 19:53:00,238,,0.0,21.03604,105.78036000000002,1622119973,,1622119980887
2021-05-27 19:52:54,2021-05-27 19:53:00,197,,1.0,21.03594,105.78039,1622119974,,1622119980887
2021-05-27 19:52:55,2021-05-27 19:53:00,188,,2.0,21.03585,105.78038000000001,1622119975,,1622119980887
2021-05-27 19:52:56,2021-05-27 19:53:00,188,,3.0,21.03577,105.78036000000002,1622119976,,1622119980887
2021-05-27 19:52:57,2021-05-27 19:53:00,188,,4.0,21.03569,105.78035,1622119977,,1622119980887
2021-05-27 19:52:58,2021-05-27 19:53:00,188,,5.0,21.0356,105.78033,1622119978,,1622119980887
2021-05-27 19:52:58,2021-05-27 19:52:59,188,2.0,,21.0356,105.78033,1622119978,36.0,1622119979848
2021-05-27 19:52:59,2021-05-27 19:53:00,188,,6.0,21.035510000000002,105.78031999999999,1622119979,,1622119980887
2021-05-27 19:53:00,2021-05-27 19:53:00,190,,7.0,21.035420000000002,105.7803,1622119980,,1622119980887
2021-05-27 19:53:01,2021-05-27 19:53:08,190,,0.0,21.03533,105.78028,1622119981,,1622119988888
2021-05-27 19:53:02,2021-05-27 19:53:08,190,,1.0,21.035239999999998,105.78027,1622119982,,1622119988888
2021-05-27 19:53:03,2021-05-27 19:53:08,189,,2.0,21.03515,105.78025,1622119983,,1622119988888
2021-05-27 19:53:04,2021-05-27 19:53:08,190,,3.0,21.03505,105.78023,1622119984,,1622119988888
2021-05-27 19:53:05,2021-05-27 19:53:08,190,,4.0,21.03495,105.78021000000001,1622119985,,1622119988888
2021-05-27 19:53:06,2021-05-27 19:53:08,191,,5.0,21.03485,105.78018999999999,1622119986,,1622119988888
2021-05-27 19:53:07,2021-05-27 19:53:08,191,4.0,,21.034760000000002,105.78017,1622119987,40.0,1622119988388
2021-05-27 19:53:07,2021-05-27 19:53:08,191,,6.0,21.034760000000002,105.78017,1622119987,,1622119988888
2021-05-27 19:53:08,2021-05-27 19:53:08,190,,7.0,21.03465,105.78015,1622119988,,1622119988888
2021-05-27 19:53:09,2021-05-27 19:53:16,190,,0.0,21.03455,105.78013,1622119989,,1622119996911
2021-05-27 19:53:10,2021-05-27 19:53:16,190,,1.0,21.03446,105.78011000000001,1622119990,,1622119996911
2021-05-27 19:53:11,2021-05-27 19:53:16,190,,2.0,21.03435,105.78008,1622119991,,1622119996911
2021-05-27 19:53:12,2021-05-27 19:53:16,190,,3.0,21.03425,105.78007,1622119992,,1622119996911
2021-05-27 19:53:13,2021-05-27 19:53:16,189,,4.0,21.03415,105.78005,1622119993,,1622119996911
2021-05-27 19:53:14,2021-05-27 19:53:16,189,,5.0,21.03404,105.78003999999999,1622119994,,1622119996911
2021-05-27 19:53:15,2021-05-27 19:53:16,189,5.0,,21.03394,105.78001,1622119995,42.0,1622119996513
2021-05-27 19:53:15,2021-05-27 19:53:16,189,,6.0,21.03394,105.78001,1622119995,,1622119996911
2021-05-27 19:53:16,2021-05-27 19:53:16,189,,7.0,21.033839999999998,105.78,1622119996,,1622119996911
2021-05-27 19:53:17,2021-05-27 19:53:24,189,,0.0,21.03373,105.77998000000001,1622119997,,1622120004915
2021-05-27 19:53:18,2021-05-27 19:53:24,189,,1.0,21.033620000000003,105.77996,1622119998,,1622120004915
2021-05-27 19:53:19,2021-05-27 19:53:24,189,,2.0,21.033520000000003,105.77994,1622119999,,1622120004915
2021-05-27 19:53:20,2021-05-27 19:53:24,189,,3.0,21.03342,105.77991999999999,1622120000,,1622120004915
2021-05-27 19:53:21,2021-05-27 19:53:24,190,,4.0,21.03332,105.77991000000002,1622120001,,1622120004915
2021-05-27 19:53:22,2021-05-27 19:53:24,190,,5.0,21.03323,105.77989,1622120002,,1622120004915
2021-05-27 19:53:23,2021-05-27 19:53:24,189,,6.0,21.03315,105.77988,1622120003,,1622120004915
2021-05-27 19:53:23,2021-05-27 19:53:24,189,5.0,,21.03315,105.77988,1622120003,42.0,1622120004172
2021-05-27 19:53:24,2021-05-27 19:53:24,187,,7.0,21.033079999999998,105.77986999999999,1622120004,,1622120004915
2021-05-27 19:53:25,2021-05-27 19:53:33,187,,0.0,21.033,105.77985,1622120005,,1622120013072
2021-05-27 19:53:26,2021-05-27 19:53:33,186,,1.0,21.03292,105.77985,1622120006,,1622120013072
2021-05-27 19:53:27,2021-05-27 19:53:33,186,,2.0,21.03283,105.77984,1622120007,,1622120013072
2021-05-27 19:53:28,2021-05-27 19:53:33,185,,3.0,21.032729999999997,105.77982,1622120008,,1622120013072
2021-05-27 19:53:29,2021-05-27 19:53:33,186,,4.0,21.032629999999997,105.77982,1622120009,,1622120013072
2021-05-27 19:53:30,2021-05-27 19:53:33,185,,5.0,21.03252,105.7798,1622120010,,1622120013072
2021-05-27 19:53:31,2021-05-27 19:53:33,186,,6.0,21.0324,105.77978999999999,1622120011,,1622120013072
2021-05-27 19:53:31,2021-05-27 19:53:32,186,6.0,,21.0324,105.77978999999999,1622120011,47.0,1622120012730
2021-05-27 19:53:32,2021-05-27 19:53:33,185,,7.0,21.03229,105.77978,1622120012,,1622120013072
2021-05-27 19:53:33,2021-05-27 19:53:40,185,,0.0,21.03217,105.77976000000001,1622120013,,1622120020894
2021-05-27 19:53:34,2021-05-27 19:53:40,184,,1.0,21.03205,105.77975,1622120014,,1622120020894
2021-05-27 19:53:35,2021-05-27 19:53:40,185,,2.0,21.03193,105.77973999999999,1622120015,,1622120020894
2021-05-27 19:53:36,2021-05-27 19:53:40,187,,3.0,21.03181,105.77972,1622120016,,1622120020894
2021-05-27 19:53:37,2021-05-27 19:53:40,188,,4.0,21.03169,105.7797,1622120017,,1622120020894
2021-05-27 19:53:38,2021-05-27 19:53:40,190,,5.0,21.031570000000002,105.77968,1622120018,,1622120020894
2021-05-27 19:53:39,2021-05-27 19:53:40,190,,6.0,21.03145,105.77965,1622120019,,1622120020894
2021-05-27 19:53:39,2021-05-27 19:53:40,190,7.0,,21.03145,105.77965,1622120019,49.0,1622120020131
2021-05-27 19:53:40,2021-05-27 19:53:40,190,,7.0,21.03133,105.77963000000001,1622120020,,1622120020894
2021-05-27 19:53:41,2021-05-27 19:53:48,190,,0.0,21.03121,105.7796,1622120021,,1622120028874
2021-05-27 19:53:42,2021-05-27 19:53:48,189,,1.0,21.03109,105.77958999999998,1622120022,,1622120028874
2021-05-27 19:53:43,2021-05-27 19:53:48,190,,2.0,21.03098,105.77956,1622120023,,1622120028874
2021-05-27 19:53:44,2021-05-27 19:53:48,188,,3.0,21.03086,105.77954,1622120024,,1622120028874
2021-05-27 19:53:45,2021-05-27 19:53:48,188,,4.0,21.03075,105.77953000000001,1622120025,,1622120028874
2021-05-27 19:53:46,2021-05-27 19:53:48,189,,5.0,21.03064,105.7795,1622120026,,1622120028874
2021-05-27 19:53:47,2021-05-27 19:53:48,189,,6.0,21.03053,105.77948,1622120027,,1622120028874
2021-05-27 19:53:48,2021-05-27 19:53:48,188,,7.0,21.03042,105.77946000000001,1622120028,,1622120028874
2021-05-27 19:53:48,2021-05-27 19:53:49,188,8.0,,21.03042,105.77946000000001,1622120028,48.0,1622120029370
2021-05-27 19:53:49,2021-05-27 19:53:56,186,,0.0,21.03031,105.77945,1622120029,,1622120036890
2021-05-27 19:53:50,2021-05-27 19:53:56,184,,1.0,21.0302,105.77944,1622120030,,1622120036890
2021-05-27 19:53:51,2021-05-27 19:53:56,185,,2.0,21.030070000000002,105.77943,1622120031,,1622120036890
2021-05-27 19:53:52,2021-05-27 19:53:56,187,,3.0,21.02995,105.7794,1622120032,,1622120036890
2021-05-27 19:53:53,2021-05-27 19:53:56,187,,4.0,21.02982,105.77938999999999,1622120033,,1622120036890
2021-05-27 19:53:54,2021-05-27 19:53:56,188,,5.0,21.02968,105.77937,1622120034,,1622120036890
2021-05-27 19:53:55,2021-05-27 19:53:56,187,,6.0,21.02954,105.77935,1622120035,,1622120036890
2021-05-27 19:53:56,2021-05-27 19:53:56,187,,7.0,21.0294,105.77933999999999,1622120036,,1622120036890
2021-05-27 19:53:57,2021-05-27 19:53:57,188,14.0,,21.02925,105.77931000000001,1622120037,57.0,1622120037846
2021-05-27 19:53:57,2021-05-27 19:54:04,188,,0.0,21.02925,105.77931000000001,1622120037,,1622120044905
2021-05-27 19:53:58,2021-05-27 19:54:04,188,,1.0,21.02911,105.77928999999999,1622120038,,1622120044905
2021-05-27 19:53:59,2021-05-27 19:54:04,189,,2.0,21.02897,105.77926000000001,1622120039,,1622120044905
2021-05-27 19:54:00,2021-05-27 19:54:04,188,,3.0,21.02883,105.77923999999999,1622120040,,1622120044905
2021-05-27 19:54:01,2021-05-27 19:54:04,188,,4.0,21.02869,105.77921,1622120041,,1622120044905
2021-05-27 19:54:02,2021-05-27 19:54:04,187,,5.0,21.02855,105.77918999999999,1622120042,,1622120044905
2021-05-27 19:54:03,2021-05-27 19:54:04,188,,6.0,21.02841,105.77915,1622120043,,1622120044905
2021-05-27 19:54:04,2021-05-27 19:54:04,189,,7.0,21.02826,105.77913000000001,1622120044,,1622120044905
2021-05-27 19:54:05,2021-05-27 19:54:12,189,,0.0,21.02811,105.77911,1622120045,,1622120052908
2021-05-27 19:54:05,2021-05-27 19:54:06,189,14.0,,21.02811,105.77911,1622120045,60.0,1622120046319
2021-05-27 19:54:06,2021-05-27 19:54:12,189,,1.0,21.02796,105.77908000000001,1622120046,,1622120052908
2021-05-27 19:54:07,2021-05-27 19:54:12,189,,2.0,21.027820000000002,105.77905,1622120047,,1622120052908
2021-05-27 19:54:08,2021-05-27 19:54:12,189,,3.0,21.02766,105.77903,1622120048,,1622120052908
2021-05-27 19:54:09,2021-05-27 19:54:12,189,,4.0,21.02751,105.77901000000001,1622120049,,1622120052908
2021-05-27 19:54:10,2021-05-27 19:54:12,189,,5.0,21.02736,105.77898,1622120050,,1622120052908
2021-05-27 19:54:11,2021-05-27 19:54:12,189,,6.0,21.0272,105.77895,1622120051,,1622120052908
2021-05-27 19:54:12,2021-05-27 19:54:12,188,,7.0,21.02704,105.77893,1622120052,,1622120052908
2021-05-27 19:54:13,2021-05-27 19:54:20,188,,0.0,21.02688,105.77891000000001,1622120053,,1622120060990
2021-05-27 19:54:14,2021-05-27 19:54:14,189,14.0,,21.02672,105.77888,1622120054,65.0,1622120054875
2021-05-27 19:54:14,2021-05-27 19:54:20,189,,1.0,21.02672,105.77888,1622120054,,1622120060990
2021-05-27 19:54:15,2021-05-27 19:54:20,189,,2.0,21.02656,105.77885,1622120055,,1622120060990
2021-05-27 19:54:16,2021-05-27 19:54:20,189,,3.0,21.0264,105.77882,1622120056,,1622120060990
